Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,House_Age,Street_Pave,Central Air_Y,SalePrice_Log,Target
2648,902125020,70,RM,50.0,-0.14004752248062666,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,TA,FuseA,1089,661,0,0.4902220230611926,0.0,0.0,1,0,3,1,Ex,8,Typ,0,None,Detchd,1937.0,Unf,1.0,240.0,Fa,Po,N,0,0,293,0,0,0,None,MnPrv,None,0,6,2006,WD ,Abnorml,124000,126,1,1,11.728044909070785,0
777,905200220,20,RL,68.0,0.17045855462795464,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,3,TA,CBlock,TA,TA,No,LwQ,170.0,BLQ,670.0,252.0,1092.0,GasA,TA,SBrkr,1092,0,0,-0.7879004893531354,0.0,1.0,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962.0,Unf,1.0,288.0,TA,TA,Y,0,20,144,0,0,0,None,None,None,0,9,2009,WD ,Normal,139000,47,1,1,11.842236406331555,0
401,527425060,20,RL,70.0,0.03799495292566997,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,524.0,LwQ,180.0,160.0,864.0,GasA,Gd,SBrkr,864,0,0,-1.2307757672109878,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1989.0,Unf,2.0,576.0,TA,TA,Y,216,0,0,0,0,0,None,None,None,0,3,2009,WD ,Abnorml,97000,38,1,1,11.48247656671073,0
757,903475100,70,RM,68.0,-0.5228388446041644,None,IR2,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,483.0,483.0,GasA,Ex,SBrkr,741,686,0,-0.13718462057076478,0.0,0.0,1,0,3,1,Gd,7,Typ,0,None,Attchd,1915.0,Unf,1.0,379.0,TA,TA,Y,0,24,112,0,0,0,None,None,None,0,2,2009,WD ,Normal,123000,94,1,1,11.719947764402807,0
2015,903231180,50,RM,52.0,-0.46764567722821243,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1939,1952,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,Gd,BrkTil,TA,TA,No,Rec,48.0,Unf,0.0,624.0,672.0,GasA,Ex,SBrkr,899,423,0,-0.3411403406368809,1.0,0.0,1,0,4,1,TA,7,Typ,0,None,Detchd,1939.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,7,2007,WD ,Normal,132000,68,1,1,11.790564777297387,0
28,527425090,20,RL,70.0,0.03799495292566997,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,432.0,Unf,0.0,432.0,864.0,GasA,TA,SBrkr,864,0,0,-1.2307757672109878,0.0,0.0,1,0,3,1,TA,5,Typ,1,Po,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2010,ConLI,Normal,115000,39,1,1,11.652696102959753,0
2474,531375070,20,RL,63.0,0.3432784507556666,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1141.0,1141.0,GasA,Ex,SBrkr,1141,0,0,-0.6927211533222812,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,2005.0,Unf,2.0,484.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2006,WD ,Abnorml,142500,1,1,1,11.86710429621008,0
1164,533212140,160,FV,30.0,-0.8308523270570576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,Ex,SBrkr,703,689,0,-0.20516986059280348,0.0,0.0,2,0,2,1,Gd,5,Typ,0,None,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,3,2008,WD ,Abnorml,146000,1,1,1,11.891368749982085,0
1549,910203020,30,RM,71.0,-0.3893069880494419,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,403.0,Rec,125.0,212.0,740.0,GasA,Ex,SBrkr,778,0,0,-1.3978252141222829,0.0,0.0,1,0,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0,25,0,0,0,0,None,None,None,0,2,2008,WD ,Normal,120500,68,1,1,11.699413330633599,0
1670,527404150,20,RL,68.0,-0.3370811952635949,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,ALQ,322.0,Unf,0.0,536.0,858.0,GasA,TA,SBrkr,858,0,0,-1.2424303797861944,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1979.0,Unf,1.0,684.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD ,Normal,110000,36,1,1,11.608244735642321,0
225,905106170,20,RL,65.0,-0.2786832633303296,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,GLQ,775.0,Unf,0.0,89.0,864.0,GasA,Ex,SBrkr,864,0,0,-1.2307757672109878,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1969.0,Unf,1.0,280.0,TA,TA,Y,226,0,0,0,0,0,None,None,None,0,5,2010,WD ,Normal,137250,42,1,1,11.829566645319733,0
653,535354070,20,RL,60.0,-0.06883053231810801,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,TA,TA,No,BLQ,390.0,Unf,0.0,810.0,1200.0,GasA,TA,SBrkr,1200,0,0,-0.5781174629994159,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1950.0,Fin,1.0,246.0,TA,TA,Y,126,0,0,0,0,0,None,GdWo,None,0,8,2009,WD ,Normal,129900,59,1,1,11.774527900858468,0
2077,905377050,20,RL,84.0,0.9054178931051471,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1946,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,484.0,484.0,GasA,TA,SBrkr,1242,0,0,-0.49653517497296945,0.0,0.0,1,0,2,1,TA,4,Mod,0,None,Attchd,1946.0,Unf,1.0,336.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,7,2007,WD ,Normal,109900,61,1,0,11.60733523953139,0
1340,903228090,45,RM,50.0,-0.6148274568974177,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,992.0,GasA,Ex,SBrkr,1013,0,0,-0.9413528882600228,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,0,0,101,0,0,0,None,None,None,0,4,2008,WD ,Normal,113000,82,1,1,11.635151947212842,0
2061,905105260,20,RL,66.0,-0.28936581185470744,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,BLQ,763.0,Unf,0.0,192.0,955.0,GasA,Ex,SBrkr,955,0,0,-1.0540141431536871,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1966.0,Unf,1.0,386.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,1,2007,WD ,Normal,127000,41,1,1,11.751950239425476,0
1622,527158090,80,RL,68.0,-0.0039043762866118395,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,TA,PConc,Gd,TA,No,LwQ,186.0,Unf,0.0,206.0,392.0,GasA,Gd,SBrkr,924,770,0,0.38144563902593065,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1994.0,Fin,2.0,398.0,TA,TA,Y,256,64,0,0,0,0,None,MnPrv,None,0,3,2007,WD ,Normal,160000,13,1,1,11.982935344196433,0
1383,905107280,85,RL,68.0,-0.29399491621527113,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,3,TA,CBlock,Gd,TA,Gd,ALQ,450.0,Unf,0.0,0.0,450.0,GasA,Ex,SBrkr,1034,0,0,-0.9005617442467996,0.0,1.0,1,0,3,1,TA,6,Typ,1,Po,Basment,1978.0,Fin,2.0,504.0,TA,TA,Y,311,0,0,0,0,0,None,GdWo,None,0,5,2008,WD ,Normal,153000,30,1,1,11.938199736300925,0
2135,907200130,20,RL,97.0,0.19229843161112703,None,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,Gd,TA,Av,BLQ,663.0,Unf,0.0,201.0,864.0,GasA,TA,SBrkr,894,0,0,-1.1725027043349545,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1974.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2007,WD ,Family,131000,33,1,1,11.782960235741939,0
2701,904100170,20,RL,100.0,1.3282094247032996,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,TA,FuseA,1640,0,0,0.2765541258490709,0.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,1950.0,RFn,2.0,394.0,TA,TA,Y,0,0,225,0,0,0,None,None,Shed,600,6,2006,WD ,Normal,131000,56,1,1,11.782960235741939,0
1306,902207120,20,RM,103.0,0.24036989997082714,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,Gd,SBrkr,1588,0,0,0.1755474835306134,0.0,0.0,2,0,5,1,TA,6,Maj2,0,None,None,0.0,None,0.0,0.0,None,None,N,0,0,0,0,0,0,None,MnPrv,None,0,12,2008,WD ,Abnorml,65000,59,1,1,11.082157933374816,0
1999,902332030,190,C (all),60.0,-0.3536984929681826,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,TA,BrkTil,TA,Fa,Mn,Rec,1046.0,Unf,0.0,168.0,1214.0,GasW,Ex,SBrkr,1260,1031,0,1.5410795902589913,0.0,1.0,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,99,0,None,None,None,0,11,2007,WD ,Normal,133900,97,1,0,11.804855999911272,0
216,905101100,50,RL,54.0,-0.4555387889005843,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,SBrkr,780,240,0,-0.9277558402556151,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,0,0,176,0,0,0,None,None,None,0,5,2010,WD ,Normal,94000,135,1,0,11.451060699493427,0
1907,534476080,20,RL,80.0,-0.06883053231810801,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,3,Gd,CBlock,TA,TA,No,BLQ,368.0,Unf,0.0,710.0,1078.0,GasA,Ex,SBrkr,1150,0,0,-0.6752392344594713,1.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,1955.0,Fin,1.0,288.0,TA,TA,Y,0,0,0,0,175,0,None,MnPrv,None,0,10,2007,WD ,Normal,144000,52,1,1,11.87757552297847,0
148,535179020,20,RL,80.0,-0.01755429940109458,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432.0,3,TA,CBlock,TA,TA,No,Rec,734.0,Unf,0.0,510.0,1244.0,GasA,Ex,SBrkr,1580,0,0,0.16000800009700453,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1956.0,Unf,2.0,440.0,TA,TA,Y,0,28,0,0,160,0,None,GdWo,None,0,6,2010,WD ,Normal,159500,51,1,1,11.979805470779858,0
853,907200230,20,RL,60.0,-0.20770366313501937,None,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,3,TA,CBlock,Gd,TA,No,Rec,616.0,Unf,0.0,424.0,1040.0,GasA,TA,SBrkr,1040,0,0,-0.888907131671593,0.0,0.0,2,0,3,1,TA,5,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD ,Normal,124000,31,1,1,11.728044909070785,0
1152,532354150,20,RL,75.0,-0.24687300772440463,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,Gd,CBlock,TA,TA,No,ALQ,764.0,Unf,0.0,100.0,864.0,GasA,Ex,SBrkr,864,0,0,-1.2307757672109878,1.0,0.0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1962.0,Unf,1.0,420.0,TA,TA,Y,132,0,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,135000,47,1,1,11.813037464800539,0
1231,535105030,20,RL,75.0,-0.2735793790353491,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,3,TA,CBlock,TA,TA,No,Rec,572.0,Unf,0.0,572.0,1144.0,GasA,Gd,SBrkr,1144,0,0,-0.6868938470346779,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2.0,456.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,9,2008,WD ,Normal,139950,47,1,1,11.849047640327147,0
1820,532354010,20,RL,80.0,-0.20176891395480948,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,0.0,340.0,970.0,GasA,TA,SBrkr,970,0,0,-1.0248776117156704,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1996.0,Unf,2.0,624.0,TA,TA,Y,0,24,0,0,192,0,None,None,None,0,7,2007,WD ,Normal,132500,44,1,1,11.794345471549745,0
2696,903456060,30,RM,60.0,-0.046753265367727226,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1007.0,1007.0,GasA,Fa,SBrkr,1077,0,0,-0.817037020791152,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1922.0,Unf,1.0,210.0,TA,Fa,P,0,100,48,0,0,0,None,None,None,0,5,2006,WD ,Normal,91000,84,1,0,11.418625774449596,0
1366,903458110,50,RM,68.0,-0.26823810477316024,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,319.0,319.0,GasA,TA,FuseA,1035,371,0,-0.177975764583988,0.0,0.0,1,0,3,1,Fa,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,0,144,0,0,0,0,None,MnPrv,None,0,3,2008,WD ,Normal,89500,88,1,1,11.402005077384885,0
1281,535475020,60,RL,71.0,-0.37079057060718706,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,TA,CBlock,TA,TA,No,BLQ,400.0,Unf,0.0,380.0,780.0,GasA,TA,SBrkr,983,813,0,0.5795740528044435,1.0,0.0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963.0,RFn,2.0,483.0,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,10,2008,WD ,Normal,140000,45,1,1,11.849404844423074,0
2695,903455090,50,RM,60.0,-0.3536984929681826,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,803.0,803.0,GasA,Ex,SBrkr,803,557,0,-0.2673277943272389,0.0,0.0,1,1,2,1,Gd,6,Typ,0,None,Detchd,1951.0,Unf,1.0,297.0,TA,TA,Y,0,65,190,0,0,0,None,MnPrv,None,0,7,2006,WD ,Normal,125500,68,1,1,11.74006900564972,0
2080,905451390,50,RL,70.0,0.03941929272892034,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,TA,TA,No,BLQ,491.0,Unf,0.0,497.0,988.0,GasA,Ex,SBrkr,988,638,0,0.24936002984025543,0.0,0.0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1954.0,Unf,1.0,332.0,TA,TA,Y,366,0,0,0,0,0,None,None,None,0,5,2007,WD ,Normal,154000,53,1,1,11.944714374881176,0
2365,527450010,160,RM,24.0,-0.8807042201708206,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,514.0,3,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,525.0,525.0,GasA,TA,SBrkr,525,567,0,-0.7879004893531354,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,1973.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,12,2006,WD ,Normal,105500,33,1,1,11.566475710526321,0
1360,903452025,30,RM,68.0,-0.46159223306439834,None,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,4,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,SBrkr,768,0,0,-1.4172495684142938,0.0,0.0,1,0,1,1,TA,4,Typ,0,None,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,0,None,None,None,0,7,2008,WD ,Normal,93850,78,0,1,11.4494636972589,0
1469,907290150,120,RM,37.0,-0.6818901226337893,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,4,TA,PConc,Gd,TA,Av,GLQ,686.0,Unf,0.0,162.0,848.0,GasA,Ex,SBrkr,848,0,0,-1.2618547340782054,1.0,0.0,1,0,1,1,Gd,3,Typ,0,None,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,3,2008,WD ,Normal,136500,5,1,1,11.824087219587643,0
1683,527455030,120,RL,24.0,-0.9348291326943348,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,TA,CBlock,Gd,TA,No,GLQ,632.0,Unf,6.0,423.0,1061.0,GasA,TA,SBrkr,1055,0,0,-0.8597706002335764,0.0,0.0,2,0,2,1,TA,4,Typ,0,None,Attchd,1978.0,Unf,1.0,319.0,TA,TA,Y,108,32,0,0,0,0,None,None,None,0,4,2007,WD ,Normal,142500,29,1,1,11.86710429621008,0
1343,903231080,50,RM,52.0,-0.46764567722821243,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Ex,SBrkr,624,512,0,-0.7024333304682867,0.0,1.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1990.0,Unf,1.0,336.0,TA,TA,Y,0,365,80,0,0,0,None,None,None,0,8,2008,WD ,Normal,123000,79,1,1,11.719947764402807,0
809,906226080,90,RL,64.0,-0.3753009799841466,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,3,TA,CBlock,Gd,TA,Av,GLQ,1086.0,Unf,0.0,0.0,1086.0,GasA,TA,SBrkr,1224,0,0,-0.5314990126985893,2.0,0.0,0,2,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,6,2009,WD ,Alloca,153337,30,1,1,11.940399914116648,0
2914,923226180,180,RM,21.0,-1.0338207490202358,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,TA,CBlock,Gd,TA,Av,GLQ,522.0,Unf,0.0,108.0,630.0,GasA,TA,SBrkr,630,0,0,-1.6853056576440466,1.0,0.0,1,0,1,1,TA,3,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2006,WD ,Normal,73000,36,1,1,11.19822841866684,0
2069,905226130,20,RL,91.0,0.141853063579343,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,TA,CBlock,TA,TA,No,Rec,736.0,Unf,0.0,231.0,967.0,GasA,TA,SBrkr,1299,0,0,-0.3858163555085064,0.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1954.0,Unf,2.0,494.0,TA,TA,Y,81,0,280,0,0,0,None,None,None,0,10,2007,WD ,Normal,150000,53,1,1,11.918397239722838,0
1519,909175100,50,RL,60.0,-0.2112645126431453,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,TA,PConc,TA,TA,No,Rec,423.0,Unf,0.0,758.0,1181.0,GasA,Fa,SBrkr,1390,304,0,0.38144563902593065,0.0,0.0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2.0,576.0,TA,TA,Y,342,0,128,0,0,0,None,None,None,0,6,2008,WD ,Normal,136500,83,1,1,11.824087219587643,0
2487,532351090,90,RM,70.0,-0.12817802412020687,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,3,TA,CBlock,TA,TA,No,Rec,1332.0,Unf,0.0,396.0,1728.0,GasA,TA,SBrkr,1728,0,0,0.4474884436187683,1.0,0.0,2,0,6,2,TA,10,Typ,0,None,Detchd,1963.0,Unf,2.0,504.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2006,ConLI,Abnorml,125000,43,1,1,11.736077016252437,0
580,534125080,60,RL,78.0,0.18042893325070727,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,TA,CBlock,TA,TA,No,Rec,298.0,Unf,0.0,429.0,727.0,GasA,Ex,SBrkr,829,727,0,0.11338954979617798,0.0,0.0,1,1,4,1,TA,8,Typ,0,None,Attchd,1968.0,Unf,2.0,441.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,WD ,Normal,154000,41,1,1,11.944714374881176,0
